product_id,name,in_store,embellishment_type,fabric,fit,graphic_type,origin,season_code,vendor,color_code,single_sku_catalog_entry,catalog,category,subcategory,current_price
74177941,1514B Hudson University Athletic Mesh Dog Jersey,TRUE,Screen Print,,,Wordmark,Made in USA,Basic Non-Seasonal,All Star Dogs,,,Gifts & Collectibles,Pet Supplies,,32
74183131,Athletic Yellow Hudson University Women's Short Sleeve T-Shirt,TRUE,Screen Print,60% Recover Cotton/40% Recycle Poly,Classic,Arch over Straight,Imported,Basic Non-Seasonal,League Collegiate Wear,Athletic Yellow,,Clothing & Accessories,Women,T-Shirts & Tanks,30
74188383,Hudson University School of Business Women's T-Shirt,TRUE,Screen Print,100% Cotton,Classic,School of,Imported,Basic Non-Seasonal,Champion Products,Granite,,Clothing & Accessories,Women,T-Shirts & Tanks,22
74226729,Hudson University Dassler Local T-Shirt,TRUE,Screen Print,100% Cotton,,Trend/Fashion Graphic,Imported,Fall,Adidas,,,Clothing & Accessories,Men,T-Shirts & Tanks,22
74226741,Hudson University Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Wordmark,Imported,Fall,Adidas,Gold,74226747,Clothing & Accessories,Men,T-Shirts & Tanks,22
74246399,Hudson University Football Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
74259574,Hudson University Titans Toddler Tri-Blend T-Shirt,TRUE,Screen Print,50% Cotton/38% Poly/12% Rayon,Toddler,Mascot,Imported,Basic Non-Seasonal,Retro Brandss,,,Clothing & Accessories,Kids,Infant & Toddler,20
74393913,Hudson University Baseball Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
74394275,Hudson University Women's Plush Socks,TRUE,Embroidered/Sewn,100% Acrylic,One Size Fits Most,Wordmark,Imported,Holiday,Zoozatz,,74394278,Clothing & Accessories,Accessories,Footwear,12
74395009,Hudson University Wrestling Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,Maroon,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
74437951,"Hudson University 1"" Football Binder",TRUE,Screen Print,,,Wordmark,Imported,Fall,Four Point Products,,74437952,School Supplies,School Supplies,Folder & Binders,8.99
74437954,Hudson University Youth Flat Bill Cap,TRUE,Embroidered/Sewn,100% Cotton,Misc.,Wordmark,Imported,Basic Non-Seasonal,Zephyr Graf-X,Maroon,74437955,Clothing & Accessories,Kids,Youth,22
74437958,Hudson University Titans Youth Flat Bill Cap,TRUE,Embroidered/Sewn,100% Cotton,Misc.,Mascot,Imported,Basic Non-Seasonal,Zephyr Graf-X,,74437959,Clothing & Accessories,Kids,Youth,22
74533481,Hudson University Elite Chair,TRUE,Screen Print,,,Wordmark,Imported,Basic Non-Seasonal,Logo Brands,,74533482,Gifts & Collectibles,Tailgate & Spirit,,35
74537669,Hudson University Titans Plush Bear,TRUE,Screen Print,,,Mascot,Imported,Basic Non-Seasonal,Mascot Factory,Cream,77026504,Gifts & Collectibles,Kids & Baby,,17.99
74549180,Fan Brander Black Apple Air Pod Pro Leatherette case with Hudson U Titans Primary Mark design,TRUE,,,,,,DSV Direct Ship from Vendor,Branded Logistics LLC,,100000000,Electronics,Cell Phones,Phone Cases,29.99
74581093,"Hudson University 14.5"" Neon Clock",TRUE,Other Embellishment,,,Wordmark,Made in USA,Basic Non-Seasonal,Holland Bar Stool Co.,,,Gifts & Collectibles,Home Decor,,155
74616974,Hudson University Swimming Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
74698714,Hudson University School of Engineering Polo,TRUE,Embroidered/Sewn,100% Polyester,,School of,Imported,Basic Non-Seasonal,Cutter & Buck,,,Clothing & Accessories,Men,Polos,50
74727950,Hudson University Business School Hooded Sweatshirt,TRUE,Screen Print,50% Cotton/50% Polyester,,Wordmark,Imported,Basic Non-Seasonal,Champion Products,Navy,,Clothing & Accessories,Men,Sweatshirts,42
74727957,Hudson University Business School Long Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Wordmark,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,26
74727995,Hudson University Shchool of GlobalManagement Polo,TRUE,Embroidered/Sewn,100% Polyester,,School of,Imported,Basic Non-Seasonal,Cutter & Buck,,,Clothing & Accessories,Men,Polos,50
74742400,Hudson University Business School Lanyard with Card Dispenser,TRUE,Screen Print,,,School of,Made in USA,Basic Non-Seasonal,Spirit Products Ltd.,,74742402,Gifts & Collectibles,School Accessories,,8.95
74797356,Hudson University Titans Lapelpin,TRUE,Other Embellishment,,,Mascot,Imported,Basic Non-Seasonal,Spirit Products Ltd.,Gold,74797359,Clothing & Accessories,Accessories,Watches & Jewelry,4.95
74836850,Hudson University Titans Atlas Women's V-Neck T-Shirt,TRUE,Screen Print,100% Cotton,Classic,Mascot,Imported,Basic Non-Seasonal,Champion Products,C Gold,,Clothing & Accessories,Women,T-Shirts & Tanks,22
74903026,Hudson University Titans Wine Bottle Opener,TRUE,Etched/Engraved,,,Mascot,Imported,Basic Non-Seasonal,LXG,,74903027,Gifts & Collectibles,School Accessories,,7.95
74911371,Hudson University 6 FT Dog Leash,TRUE,Embroidered/Sewn,,,Wordmark,Made in USA,Basic Non-Seasonal,All Star Dogs,,74911372,Gifts & Collectibles,Pet Supplies,,22
74911373,Hudson University Dog Collar,TRUE,Embroidered/Sewn,,,Wordmark,Made in USA,Basic Non-Seasonal,All Star Dogs,,,Gifts & Collectibles,Pet Supplies,,20
74916921,Hudson University Nailshead Long Sleeve Shirt,TRUE,Embroidered/Sewn,100% Cotton,,Wordmark,Imported,Basic Non-Seasonal,Cutter & Buck,White,,Clothing & Accessories,Men,Sweaters & Woven Shirts,84
74917023,Hudson University Long Sleeve Striped Shirt,TRUE,Embroidered/Sewn,60% Cotton/40% Polyester,,Wordmark,Imported,Basic Non-Seasonal,Cutter & Buck,Bordeaux,,Clothing & Accessories,Men,Sweaters & Woven Shirts,74
74935864,Hudson University Waiter Corkscrew,TRUE,Screen Print,,,Trend/Fashion Graphic,Made in USA,Basic Non-Seasonal,Spirit Products Ltd.,Black,74935865,Gifts & Collectibles,Drinkware,,12
75055783,Hudson University Titans Bat Keychain,TRUE,Screen Print,,,Mascot,Made in USA,Basic Non-Seasonal,Jardine Associates,,75055784,Gifts & Collectibles,School Accessories,,4.95
75102287,"Hudson University 1.5"" Foil Emblem",TRUE,Embossed,,,Official Seal,Made in USA,Basic Non-Seasonal,Spirit Products Ltd.,Metallic Gold,75102288,Gifts & Collectibles,Office & Travel,,12
75197703,True Currant Hudson University Titans Hooded Sweatshirt,FALSE,Screen Print,50% Polyester/46% Cotton/4% Rayon,,Trend/Fashion Graphic,Imported,Basic Non-Seasonal,Alternative Apparel,True Currant,,Clothing & Accessories,Men,Sweatshirts,58
75295530,Yellow Hudson University Alumni Keychain,TRUE,Other Embellishment,,,Alumni,Imported,Basic Non-Seasonal,Neil Enterprises Inc,Yellow,102000000,Gifts & Collectibles,School Accessories,,9.95
75361258,Hudson University The Honors College License Plate Frame,TRUE,Screen Print,,,School of,Imported,Basic Non-Seasonal,Strand Art Co.,Chrome,75361259,Gifts & Collectibles,Auto Accessories,,16
75361260,Hudson University Teachers College License Plate Frame,TRUE,Screen Print,,,School of,Imported,Basic Non-Seasonal,Strand Art Co.,Chrome,75361261,Gifts & Collectibles,Auto Accessories,,16
75361262,Hudson University Schools of Engineering License Plate Frame,TRUE,Screen Print,,,School of,Imported,Basic Non-Seasonal,Strand Art Co.,Chrome,75361263,Gifts & Collectibles,Auto Accessories,,16
75361264,"Hudson University Titans 1"" Football Binder",TRUE,Screen Print,,,Mascot,Imported,Fall,Four Point Products,,75361265,School Supplies,School Supplies,Folder & Binders,8.99
75361266,"Hudson University Titans 1"" Basketball Binder",TRUE,Screen Print,,,Mascot,Imported,Fall,Four Point Products,,75361267,School Supplies,School Supplies,Folder & Binders,8.99
75394793,Hudson University College of Public Service & Community Solutions T-Shirt,TRUE,Screen Print,100% Cotton,,School of,Imported,Basic Non-Seasonal,Champion Products,Black,75394797,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
75397211,Hudson University 19 Oz. Wine Glass,TRUE,Etched/Engraved,,,Official Seal,Made in USA,Basic Non-Seasonal,Jardine Associates,Clear,75397212,Gifts & Collectibles,Drinkware,,20
75398283,Hudson University 50.75 Decanter,TRUE,Etched/Engraved,,,Official Seal,Imported,Basic Non-Seasonal,Jardine Associates,Clear,75398284,Gifts & Collectibles,Drinkware,,110
75443679,Black Heather Hudson University Titans Women's Burnout Racerback Tank Top,TRUE,Screen Print,50% Cotton/50% Polyester,Classic,Mascot,Imported,Fall,League Collegiate Wear,Black Heather,,Clothing & Accessories,Women,T-Shirts & Tanks,34
75510759,"Hudson University 8.5 x 11"" Diploma Frame",TRUE,Other Embellishment,,,Wordmark,Made in USA,Basic Non-Seasonal,Framing Success,,75510760,Gifts & Collectibles,Diploma Frames,,215
75528786,"Hudson University 8.5 x 11"" Diploma Frame",TRUE,Other Embellishment,,,Wordmark,Made in USA,Basic Non-Seasonal,Framing Success,,75528788,Gifts & Collectibles,Diploma Frames,,165
75528792,Hudson University School of Law Polo,TRUE,Embroidered/Sewn,100% Polyester,,School of,Imported,Basic Non-Seasonal,Cutter & Buck,,,Clothing & Accessories,Men,Polos,54
75528809,Hudson University College of Law Tattersall Shirt,TRUE,Embroidered/Sewn,60% Cotton/40% Polyester,,School of,Imported,Basic Non-Seasonal,Cutter & Buck,Atlas Blue,,Clothing & Accessories,Men,Sweaters & Woven Shirts,64
75528839,Hudson University School of Business Licence Plate Frame,TRUE,Screen Print,,,School of,Imported,Basic Non-Seasonal,Strand Art Co.,Chrome,75528840,Gifts & Collectibles,Auto Accessories,,16
75555510,Hudson University Titans .75L Camelbak,TRUE,Screen Print,,,Mascot,Imported,Basic Non-Seasonal,Spirit Products Ltd.,Clear,75555511,Gifts & Collectibles,Drinkware,,22
75555578,Hudson University Cap,TRUE,Embroidered/Sewn,100% Wool,,Wordmark,Imported,Basic Non-Seasonal,"New Era Cap Company,Inc.",,,Clothing & Accessories,Men,Hats,36
75555612,Hudson University Twisted Tri-Blend T-Shirt,TRUE,,50% Polyester/37% Cotton/13% Rayon,,,Imported,Basic Non-Seasonal,League Collegiate Wear,,,Clothing & Accessories,Men,T-Shirts & Tanks,32
75555626,"Hudson University Titans Baseball 5"" x 8"" Pad Holder",TRUE,Screen Print,,,Mascot,Imported,Fall,Four Point Products,,75555627,School Supplies,School Supplies,Folder & Binders,5.99
75555738,Hudson University School of Journalism Genre Polo,TRUE,Embroidered/Sewn,100% Polyester,,School of,Imported,Basic Non-Seasonal,Cutter & Buck,Bordeaux,,Clothing & Accessories,Men,Polos,54
75555796,Hudson University Atlas School of Journalism and Mass Communication Tri-Blend T-Shirt,TRUE,,50% Cotton/38% Poly/12% Rayon,,,Imported,Basic Non-Seasonal,The Original Retro Brand,,,Clothing & Accessories,Men,T-Shirts & Tanks,30
75598960,Hudson University 42 Oz. Decanter,TRUE,Etched/Engraved,,,Official Seal,Made in USA,Basic Non-Seasonal,Jardine Associates,Clear,75598961,Gifts & Collectibles,Drinkware,,70
75598974,Hudson University Alumni License Plate Frame,TRUE,Other Embellishment,,,Alumni,Made in USA,Basic Non-Seasonal,Jardine Associates,Pewter,75598975,Gifts & Collectibles,Auto Accessories,,36
75598976,Hudson University License Plate Frame,TRUE,Other Embellishment,,,Wordmark,Made in USA,Basic Non-Seasonal,Jardine Associates,Grey,75598977,Gifts & Collectibles,Auto Accessories,,36
75645254,Hudson University Mini Magnet Pennant,TRUE,Screen Print,,,Mascot,Made in USA,Basic Non-Seasonal,Collegiate Pacific,Light Maroon,76144609,Gifts & Collectibles,Tailgate & Spirit,,4.95
75697093,"Hudson University Titans 5"" x 8"" Basketball Pad Holder",TRUE,Screen Print,,,Mascot,Imported,Fall,Four Point Products,,75697094,School Supplies,School Supplies,Folder & Binders,5.99
75703155,Hudson University Pilsner Glass,TRUE,Etched/Engraved,,,Official Seal,Made in USA,Basic Non-Seasonal,Jardine Associates,Clear,75703156,Gifts & Collectibles,Drinkware,,22
75722196,Hudson University Pocket Folder,TRUE,Other Embellishment,,,,,Fall,Jardine Associates,,75722197,School Supplies,School Supplies,Folder & Binders,2.99
75722198,Hudson University Pocket Folder,TRUE,Other Embellishment,,,,,Fall,Jardine Associates,,75722199,School Supplies,School Supplies,Folder & Binders,2.99
75730784,Hudson University Titans Keystrap,TRUE,Other Embellishment,,,Mascot,Made in USA,Basic Non-Seasonal,Spirit Products Ltd.,,75730785,Gifts & Collectibles,School Accessories,,7.95
75744086,Hudson University 14 x 11 Bleacher Cushion,TRUE,Screen Print,,,Athletic,Imported,Basic Non-Seasonal,Logo Brands,,75744087,Gifts & Collectibles,Tailgate & Spirit,,15
75778000,Hudson University Bear Plush,TRUE,Screen Print,,,Arch,Imported,Basic Non-Seasonal,Spirit Products Ltd.,,,Gifts & Collectibles,Kids & Baby,,28
75840645,Hudson University Adjustable Hat,TRUE,Screen Print,100% Cotton,,Wordmark,Imported,Basic Non-Seasonal,47,Dark Maroon,75840646,Clothing & Accessories,Women,Hats,25
75873274,Hudson University Helmet Body Decals,TRUE,Screen Print,,,Mascot,Made in USA,Basic Non-Seasonal,C.D.I. Corporation,,75873275,Gifts & Collectibles,Tailgate & Spirit,,3.95
75876610,Hudson University Pants,TRUE,Screen Print,60% Cotton/30% Poly/10% Rayon,,Arch over Straight,Imported,Basic Non-Seasonal,League Collegiate Wear,Fall Heather,75876611,Clothing & Accessories,Men,Shorts & Pants,56
75880846,Hudson University 1/2 Zip Shorline Pullover,TRUE,Embroidered/Sewn,92% Polyester/8% Spandex,,Wordmark,Imported,Basic Non-Seasonal,Cutter & Buck,Bordeaux,,Clothing & Accessories,Men,Sweatshirts,92
75912736,Hudson University 5 Subject Notebook 200-Sheet,TRUE,Screen Print,,,Wordmark,Made in USA,Basic Non-Seasonal,Roaring Spring Blank Book Co.,,,School Supplies,School Supplies,Notebooks & Paper,8.99
75950567,Black Hudson University Coaches Flex Hat,TRUE,Embroidered/Sewn,100% Polyester,,SIDELINE,Imported,Fall,Adidas,Black,,Clothing & Accessories,Men,Hats,30
75988379,Hudson University Embroidered Pillow,TRUE,,,,,Made in USA,Basic Non-Seasonal,Catstudio Inc,,75988381,Gifts & Collectibles,Home Decor,,192
75988384,Hudson University Titans 15 oz. Glass Cup,TRUE,,,,,Made in USA,Basic Non-Seasonal,Catstudio Inc,,75988385,Gifts & Collectibles,Drinkware,,18
75988386,Hudson University Titans Dish Towel,TRUE,,,,,Made in USA,Basic Non-Seasonal,Catstudio Inc,,75988387,Gifts & Collectibles,Home Decor,,21
76013043,Hudson University Lip Balm,TRUE,Screen Print,,,Wordmark,Made in USA,Basic Non-Seasonal,Worthy Promo Products,,76013044,Gifts & Collectibles,Tailgate & Spirit,,2.95
76013046,Hudson University Hand Sanitizer,TRUE,Screen Print,,,Wordmark,Made in USA,Basic Non-Seasonal,Worthy Promo Products,,76013047,Gifts & Collectibles,Tailgate & Spirit,,3.95
76025515,Hudson University Small Mint Tin,TRUE,Screen Print,,,Wordmark,Made in USA,Basic Non-Seasonal,Worthy Promo Products,,76025516,Gifts & Collectibles,Tailgate & Spirit,,3.95
76057030,Hudson University Mom License Plate Frame,TRUE,Other Embellishment,,,Mom,Made in USA,Basic Non-Seasonal,Strand Art Co.,Chrome,76057031,Gifts & Collectibles,Auto Accessories,,16
76057032,Hudson University Dad License Plate Frame,TRUE,Other Embellishment,,,Dad,Made in USA,Basic Non-Seasonal,Strand Art Co.,Chrome,76057033,Gifts & Collectibles,Auto Accessories,,16
76076718,Hudson University Notebook 70-Sheet,TRUE,Screen Print,,,Wordmark,Made in USA,Fall,Roaring Spring Blank Book Co.,,76076719,School Supplies,School Supplies,Notebooks & Paper,3.79
76099027,Hudson University Tri-blend Twisted Long Sleeve T-Shirt,TRUE,Screen Print,50% Polyester/37% Cotton/13% Rayon,,Wordmark,Imported,Basic Non-Seasonal,League Collegiate Wear,Slate,,Clothing & Accessories,Men,T-Shirts & Tanks,42
76099122,Hudson University Hooded Sweatshirt,TRUE,Screen Print,60% Cotton/30% Poly/10% Rayon,,Wordmark,Imported,Basic Non-Seasonal,League Collegiate Wear,,,Clothing & Accessories,Men,Sweatshirts,66
76157897,Hudson University Kid's Hat,TRUE,Embroidered/Sewn,100% Polyester,Misc.,Wordmark,Imported,Basic Non-Seasonal,47,,76157898,Clothing & Accessories,Kids,Youth,26
76157901,Hudson University Women's Slim Fit Cozy Crew Sweatshirt,TRUE,Embroidered/Sewn,80% Cotton/20% Polyester,Oversize,Wordmark,Imported,Basic Non-Seasonal,League Collegiate Wear,Natural,,Clothing & Accessories,Women,Sweatshirts,65
76163735,Hudson University Flip Hat,TRUE,Embroidered/Sewn,100% Polyester,,Wordmark,Imported,Basic Non-Seasonal,"New Era Cap Company,Inc.",,,Clothing & Accessories,Kids,Infant & Toddler,18
76202129,Hudson University Basketball Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76202142,Hudson University Hockey Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76202149,Hudson University Lacross Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76230404,Hudson University Alumni T-Shirt,TRUE,Screen Print,100% Cotton,,Alumni,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76230417,Hudson University Titans Long Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Mascot,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,30
76230428,Hudson University Mom Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Mom,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76238082,"Hudson University 3.5"" x 5.5"" Magnet",TRUE,Decal,,,Wordmark,Made in USA,Basic Non-Seasonal,"Stockdale Technologies, Inc",Burgundy,76238083,Gifts & Collectibles,School Accessories,,4.95
76238086,Hudson University Alumni Decal,TRUE,Decal,,,Alumni,Made in USA,Basic Non-Seasonal,C.D.I. Corporation,Clear,76238087,Gifts & Collectibles,Auto Accessories,,6.95
76238088,Hudson University Mom Decal,TRUE,Decal,,,Mom,Made in USA,Basic Non-Seasonal,C.D.I. Corporation,Clear,76238089,Gifts & Collectibles,Auto Accessories,,6.95
76238090,Hudson University Dad Decal,TRUE,Decal,,,Dad,Made in USA,Basic Non-Seasonal,C.D.I. Corporation,Clear,76238091,Gifts & Collectibles,Auto Accessories,,6.95
76238092,Hudson University Grandparent Decal,TRUE,Decal,,,Dad,Made in USA,Basic Non-Seasonal,C.D.I. Corporation,Clear,76238093,Gifts & Collectibles,Auto Accessories,,6.95
76238100,Hudson University Leather Accent Business Card Holder,TRUE,Etched/Engraved,,,Wordmark,Imported,Basic Non-Seasonal,LXG,Black,76238101,Gifts & Collectibles,School Accessories,,15
76238104,Hudson University Titans 28 oz. Aluminum Water Bottle,TRUE,Screen Print,,,Mascot,Imported,Basic Non-Seasonal,Spirit Products Ltd.,Silver,76238105,Gifts & Collectibles,Drinkware,,11.95
76238108,Hudson University Removable Decal,TRUE,Screen Print,,,Wordmark,Made in USA,Basic Non-Seasonal,C.D.I. Corporation,,76238109,Gifts & Collectibles,Auto Accessories,,5.95
76238110,Hudson University Lapel Pin,TRUE,Other Embellishment,,,Official Seal,Made in USA,Basic Non-Seasonal,Jardine Associates,Brass,76238111,Clothing & Accessories,Accessories,Watches & Jewelry,20
76238120,Hudson University Titans Go Vino 16 oz. Tumbler,TRUE,,,,,Made in USA,Basic Non-Seasonal,Neil Enterprises Inc,Clear,76238121,Gifts & Collectibles,Drinkware,,5.95
76238128,Hudson University Dad Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Dad,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76239986,Hudson University Titans Infant Full Zip Hooded Sweatshirt,TRUE,Screen Print,80% Cotton/20% Polyester,Infant,Mascot,Imported,Basic Non-Seasonal,College Kids,,,Clothing & Accessories,Kids,Infant & Toddler,36
76253010,Hudson University Titans 10 oz. Tumbler,TRUE,Etched/Engraved,,,Mascot,Imported,Basic Non-Seasonal,LXG,Gunmetal,76253011,Gifts & Collectibles,Drinkware,,16
76253017,Hudson University Titans Crew Socks,TRUE,,100% Cotton,,,Imported,Basic Non-Seasonal,"Stance, Inc",,76253018,Clothing & Accessories,Accessories,Footwear,20
76264122,"Hudson University Business School ""Borderless"" Short Sleeve T-Shirt",TRUE,Screen Print,100% Cotton,,Wordmark,Imported,Basic Non-Seasonal,Champion Products,,76264123,Clothing & Accessories,Men,T-Shirts & Tanks,24
76269743,Hudson University Titans Business Card Holder,TRUE,Etched/Engraved,,,Mascot,Imported,Basic Non-Seasonal,LXG,Grey,76269744,Gifts & Collectibles,Office & Travel,,32
76281750,Hudson University Money Clip,TRUE,Other Embellishment,,,Official Seal,Made in USA,Basic Non-Seasonal,Jardine Associates,Gold,76281751,Clothing & Accessories,Accessories,Watches & Jewelry,25
76327502,Hudson University Grandparent Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Dad,Imported,Basic Non-Seasonal,Champion Products,Maroon,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76333057,Hudson University Medicine T-Shirt,TRUE,Screen Print,100% Cotton,,School of,Imported,Basic Non-Seasonal,Champion Products,Black,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76333068,Hudson University Women's Clear Crossbody Purse,TRUE,Screen Print,,Misc.,Wordmark,Imported,Basic Non-Seasonal,Capri Designs,,76333069,Clothing & Accessories,Accessories,Backpacks & Bags,32
76372510,Hudson University Valet Keychain,TRUE,Etched/Engraved,,,Wordmark,Imported,Basic Non-Seasonal,LXG,Silver,76372511,Gifts & Collectibles,School Accessories,,9.95
76420846,Hudson University Soccer Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76420853,Hudson University Track & Field Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76420860,Hudson University Golf Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76420872,Hudson University Rugby Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,Maroon,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76424088,Hudson University Volleyball Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Sport Program,Imported,Basic Non-Seasonal,Champion Products,,,Clothing & Accessories,Men,T-Shirts & Tanks,19.95
76532054,Hudson University Field Cap,TRUE,Embroidered/Sewn,100% Wool,,Athletic,Imported,Basic Non-Seasonal,"New Era Cap Company,Inc.",Team Color,76532055,Clothing & Accessories,Men,Hats,32
76607478,Hudson University Women's Visor,TRUE,Embroidered/Sewn,100% Cotton,,Wordmark,Imported,Basic Non-Seasonal,"New Era Cap Company,Inc.",,76607479,Clothing & Accessories,Women,Hats,22
76613072,Hudson University Knockaround Short Sleeve T-Shirt,TRUE,Screen Print,70% Cotton/30% Polyester,,Wordmark,Imported,Fall,47,Dark Maroon,,Clothing & Accessories,Men,T-Shirts & Tanks,30
76641446,Hudson University Alumni Titans Decal,TRUE,Decal,,,Alumni,Made in USA,Basic Non-Seasonal,C.D.I. Corporation,Clear,76641447,Gifts & Collectibles,Auto Accessories,,6.95
76644331,Hudson University Women's 1/2 Zip Top,TRUE,Screen Print,60% Cotton/30% Poly/10% Rayon,Classic,Mascot,Imported,Basic Non-Seasonal,League Collegiate Wear,V Maroon Heather,,Clothing & Accessories,Women,Sweatshirts,58
76644403,Hudson University Women's Tank Top,TRUE,Screen Print,50% Cotton/38% Poly/12% Rayon,Classic,Mascot,Imported,Basic Non-Seasonal,League Collegiate Wear,,,Clothing & Accessories,Women,T-Shirts & Tanks,26
76656811,Hudson University Titans Short Sleeve T-Shirt,TRUE,Screen Print,100% Cotton,,Wordmark,Imported,Basic Non-Seasonal,47,Galley Gold,,Clothing & Accessories,Men,T-Shirts & Tanks,40
76664598,Hudson University 11 oz. Mug,TRUE,Screen Print,,,Wordmark,Imported,Basic Non-Seasonal,Nordic,,76664602,Gifts & Collectibles,Drinkware,,9.95
76672386,Hudson University Adjustable Cap,TRUE,Embroidered/Sewn,100% Cotton,,Special Event/Non-Sports related,Imported,Basic Non-Seasonal,47,Camouflage,76672387,Clothing & Accessories,Men,Hats,26
76677544,Hudson University Titans 1/4 Zip Top,TRUE,Embroidered/Sewn,60% Cotton/30% Poly/10% Rayon,,Mascot,Imported,Basic Non-Seasonal,League Collegiate Wear,Fall Heather,,Clothing & Accessories,Men,Sweatshirts,72
76688249,Hudson University Titans Victory Falls T-Shirt,TRUE,Screen Print,50% Polyester/37% Cotton/13% Rayon,,Mascot,Imported,Basic Non-Seasonal,League Collegiate Wear,Fall Heather,,Clothing & Accessories,Men,T-Shirts & Tanks,32
76688279,Hudson University Titans Rambler 10 oz. Lowball,TRUE,,,,,Imported,Basic Non-Seasonal,Yeti Coolers,Stainless Steel,76688280,Gifts & Collectibles,Drinkware,,30
76688281,Hudson University Titans Rambler 20 oz. Tumbler,TRUE,Screen Print,,,Wordmark,Imported,Basic Non-Seasonal,Yeti Coolers,,,Gifts & Collectibles,Drinkware,,40
76688283,Hudson University Titans Rambler 30 oz. Tumbler,TRUE,Screen Print,,,Wordmark,Imported,Basic Non-Seasonal,Yeti Coolers,,,Gifts & Collectibles,Drinkware,,50
76688285,Hudson University Titans Rambler Colster,TRUE,Screen Print,,,Wordmark,Imported,Basic Non-Seasonal,Yeti Coolers,Stainless Steel,76688286,Gifts & Collectibles,Drinkware,,40
76697965,Hudson University Sackpack,TRUE,Screen Print,100% Polyester,,Wordmark,Imported,Basic Non-Seasonal,Logo Brands,,76697966,Clothing & Accessories,Accessories,Backpacks & Bags,12.95
76704427,Hudson University Titans Cap,TRUE,Embroidered/Sewn,95% Polyester/5% Spandex,,Wordmark,Imported,Basic Non-Seasonal,"New Era Cap Company,Inc.",,,Clothing & Accessories,Men,Hats,30
76704433,Hudson University Titans Twill Hat,TRUE,Embroidered/Sewn,100% Cotton,,Wordmark,Imported,Basic Non-Seasonal,Legacy Apparel,,,Clothing & Accessories,Men,Hats,22
76840252,Hudson University Sweater,TRUE,,60% Cotton/40% Acrylic,,,Imported,Basic Non-Seasonal,"Hillflint, Inc",Maroon,,Clothing & Accessories,Men,Sweaters & Woven Shirts,90
