order_id,outlet,date
81639,Dick 's Sproting Goods,2011-12-31 00:00:00
81640,Sam 's Club,2011-12-31 00:00:00
81641,Target,2011-12-31 00:00:00
81642,Walmart,2011-12-31 00:00:00
81643,Academy Sports,2012-01-02 00:00:00
81644,K-Mart,2012-01-02 00:00:00
81645,Sam 's Club,2012-01-03 00:00:00
81646,Target,2012-01-03 00:00:00
81647,Costco,2012-01-05 00:00:00
81648,Sam 's Club,2012-01-05 00:00:00
81649,Academy Sports,2012-01-06 00:00:00
81650,Target,2012-01-06 00:00:00
81651,K-Mart,2012-01-07 00:00:00
81652,Academy Sports,2012-01-08 00:00:00
81653,Sam 's Club,2012-01-08 00:00:00
81654,Target,2012-01-09 00:00:00
81655,Big 5,2012-01-10 00:00:00
81656,Academy Sports,2012-01-11 00:00:00
81657,Walmart,2012-01-11 00:00:00
81658,Big 5,2012-01-12 00:00:00
81659,Costco,2012-01-12 00:00:00
81660,Academy Sports,2012-01-13 00:00:00
81661,K-Mart,2012-01-13 00:00:00
81662,Dick 's Sproting Goods,2012-01-14 00:00:00
81663,Sam 's Club,2012-01-14 00:00:00
81664,Walmart,2012-01-14 00:00:00
81665,Costco,2012-01-15 00:00:00
81666,K-Mart,2012-01-15 00:00:00
81667,Target,2012-01-15 00:00:00
81668,Dick 's Sproting Goods,2012-01-16 00:00:00
81669,Sam 's Club,2012-01-16 00:00:00
81670,Big 5,2012-01-17 00:00:00
81671,K-Mart,2012-01-17 00:00:00
81672,Target,2012-01-17 00:00:00
81673,Walmart,2012-01-18 00:00:00
81674,K-Mart,2012-01-19 00:00:00
81675,Target,2012-01-19 00:00:00
81676,Costco,2012-01-20 00:00:00
81677,Walmart,2012-01-20 00:00:00
81678,Academy Sports,2012-01-22 00:00:00
81679,K-Mart,2012-01-22 00:00:00
81680,Sam 's Club,2012-01-22 00:00:00
81681,Target,2012-01-22 00:00:00
81682,Costco,2012-01-23 00:00:00
81683,Sam 's Club,2012-01-24 00:00:00
81684,Academy Sports,2012-01-25 00:00:00
81685,Dick 's Sproting Goods,2012-01-25 00:00:00
81686,Target,2012-01-25 00:00:00
81687,Big 5,2012-01-26 00:00:00
81688,Academy Sports,2012-01-27 00:00:00
81689,K-Mart,2012-01-27 00:00:00
81690,Sam 's Club,2012-01-27 00:00:00
81691,Academy Sports,2012-01-29 00:00:00
81692,Big 5,2012-01-29 00:00:00
81693,Costco,2012-01-29 00:00:00
81694,Sam 's Club,2012-01-29 00:00:00
81695,Dick 's Sproting Goods,2012-01-30 00:00:00
81696,Target,2012-01-30 00:00:00
81697,Walmart,2012-01-30 00:00:00
81698,Academy Sports,2012-01-31 00:00:00
81699,Big 5,2012-01-31 00:00:00
81700,Sam 's Club,2012-01-31 00:00:00
81701,K-Mart,2012-02-01 00:00:00
81702,Costco,2012-02-02 00:00:00
81703,Dick 's Sproting Goods,2012-02-02 00:00:00
81704,Academy Sports,2012-02-04 00:00:00
81705,Big 5,2012-02-04 00:00:00
81706,Sam 's Club,2012-02-04 00:00:00
81707,Target,2012-02-04 00:00:00
81708,Costco,2012-02-05 00:00:00
81709,K-Mart,2012-02-06 00:00:00
81710,Target,2012-02-06 00:00:00
81711,Walmart,2012-02-06 00:00:00
81712,Costco,2012-02-08 00:00:00
81713,Big 5,2012-02-09 00:00:00
81714,K-Mart,2012-02-10 00:00:00
81715,Sam 's Club,2012-02-10 00:00:00
81716,Target,2012-02-10 00:00:00
81717,Walmart,2012-02-10 00:00:00
81718,Costco,2012-02-12 00:00:00
81719,K-Mart,2012-02-12 00:00:00
81720,Target,2012-02-12 00:00:00
81721,Walmart,2012-02-13 00:00:00
81722,Academy Sports,2012-02-14 00:00:00
81723,Costco,2012-02-14 00:00:00
81724,K-Mart,2012-02-14 00:00:00
81725,Sam 's Club,2012-02-14 00:00:00
81726,Academy Sports,2012-02-16 00:00:00
81727,Target,2012-02-16 00:00:00
81728,Costco,2012-02-17 00:00:00
81729,Dick 's Sproting Goods,2012-02-17 00:00:00
81730,Sam 's Club,2012-02-17 00:00:00
81731,K-Mart,2012-02-18 00:00:00
81732,Walmart,2012-02-18 00:00:00
81733,Academy Sports,2012-02-21 00:00:00
81734,Big 5,2012-02-21 00:00:00
81735,Dick 's Sproting Goods,2012-02-21 00:00:00
81736,Costco,2012-02-22 00:00:00
81737,Target,2012-02-22 00:00:00
81738,Academy Sports,2012-02-23 00:00:00
81739,Big 5,2012-02-23 00:00:00
81740,Sam 's Club,2012-02-23 00:00:00
81741,K-Mart,2012-02-24 00:00:00
81742,Target,2012-02-24 00:00:00
81743,Academy Sports,2012-02-25 00:00:00
81744,Costco,2012-02-25 00:00:00
81745,Dick 's Sproting Goods,2012-02-25 00:00:00
81746,Sam 's Club,2012-02-25 00:00:00
81747,Big 5,2012-02-26 00:00:00
81748,K-Mart,2012-02-26 00:00:00
81749,Target,2012-02-26 00:00:00
81750,Sam 's Club,2012-02-27 00:00:00
81751,Academy Sports,2012-02-28 00:00:00
81752,Costco,2012-02-28 00:00:00
81753,Dick 's Sproting Goods,2012-02-28 00:00:00
81754,K-Mart,2012-02-28 00:00:00
81755,Target,2012-02-28 00:00:00
81756,Walmart,2012-02-28 00:00:00
81757,Big 5,2012-02-29 00:00:00
81758,Sam 's Club,2012-02-29 00:00:00
81759,Academy Sports,2012-03-02 00:00:00
81760,K-Mart,2012-03-02 00:00:00
81761,Target,2012-03-02 00:00:00
81762,Sam 's Club,2012-03-03 00:00:00
81763,Walmart,2012-03-03 00:00:00
81764,Academy Sports,2012-03-05 00:00:00
81765,Big 5,2012-03-05 00:00:00
81766,Sam 's Club,2012-03-05 00:00:00
81767,Target,2012-03-05 00:00:00
81768,Walmart,2012-03-05 00:00:00
81769,K-Mart,2012-03-06 00:00:00
81770,Academy Sports,2012-03-07 00:00:00
81771,Costco,2012-03-07 00:00:00
81772,Dick 's Sproting Goods,2012-03-07 00:00:00
81773,Walmart,2012-03-07 00:00:00
81774,K-Mart,2012-03-08 00:00:00
81775,Big 5,2012-03-09 00:00:00
81776,Costco,2012-03-09 00:00:00
81777,Dick 's Sproting Goods,2012-03-09 00:00:00
81778,Target,2012-03-09 00:00:00
81779,Walmart,2012-03-09 00:00:00
81780,K-Mart,2012-03-10 00:00:00
81781,Academy Sports,2012-03-11 00:00:00
81782,Big 5,2012-03-11 00:00:00
81783,K-Mart,2012-03-12 00:00:00
81784,Academy Sports,2012-03-13 00:00:00
81785,Dick 's Sproting Goods,2012-03-13 00:00:00
81786,Target,2012-03-13 00:00:00
81787,Big 5,2012-03-14 00:00:00
81788,Costco,2012-03-15 00:00:00
81789,K-Mart,2012-03-15 00:00:00
81790,Walmart,2012-03-15 00:00:00
81791,Academy Sports,2012-03-17 00:00:00
81792,Sam 's Club,2012-03-17 00:00:00
81793,Walmart,2012-03-17 00:00:00
81794,K-Mart,2012-03-18 00:00:00
81795,Target,2012-03-18 00:00:00
81796,Big 5,2012-03-19 00:00:00
81797,Sam 's Club,2012-03-19 00:00:00
81798,Costco,2012-03-20 00:00:00
81799,Dick 's Sproting Goods,2012-03-20 00:00:00
81800,K-Mart,2012-03-20 00:00:00
81801,Academy Sports,2012-03-21 00:00:00
81802,Sam 's Club,2012-03-21 00:00:00
81803,Target,2012-03-21 00:00:00
81804,Walmart,2012-03-21 00:00:00
81805,Big 5,2012-03-22 00:00:00
81806,Costco,2012-03-22 00:00:00
81807,Academy Sports,2012-03-23 00:00:00
81808,Dick 's Sproting Goods,2012-03-23 00:00:00
81809,Target,2012-03-23 00:00:00
81810,Sam 's Club,2012-03-24 00:00:00
81811,K-Mart,2012-03-25 00:00:00
81812,Target,2012-03-25 00:00:00
81813,Academy Sports,2012-03-27 00:00:00
81814,Costco,2012-03-27 00:00:00
81815,K-Mart,2012-03-27 00:00:00
81816,Target,2012-03-27 00:00:00
81817,Big 5,2012-03-28 00:00:00
81818,Costco,2012-03-29 00:00:00
81819,Target,2012-03-29 00:00:00
81820,Academy Sports,2012-03-30 00:00:00
81821,K-Mart,2012-03-30 00:00:00
81822,Walmart,2012-03-30 00:00:00
81823,Academy Sports,2012-04-01 00:00:00
81824,Big 5,2012-04-01 00:00:00
81825,Dick 's Sproting Goods,2012-04-01 00:00:00
81826,K-Mart,2012-04-01 00:00:00
81827,Target,2012-04-01 00:00:00
81828,Costco,2012-04-02 00:00:00
81829,Sam 's Club,2012-04-02 00:00:00
81830,Walmart,2012-04-02 00:00:00
81831,Academy Sports,2012-04-03 00:00:00
81832,Dick 's Sproting Goods,2012-04-03 00:00:00
81833,Big 5,2012-04-04 00:00:00
81834,K-Mart,2012-04-04 00:00:00
81835,Sam 's Club,2012-04-04 00:00:00
81836,Target,2012-04-04 00:00:00
81837,Costco,2012-04-05 00:00:00
81838,Dick 's Sproting Goods,2012-04-05 00:00:00
81839,Target,2012-04-06 00:00:00
81840,K-Mart,2012-04-07 00:00:00
81841,Walmart,2012-04-07 00:00:00
81842,Big 5,2012-04-08 00:00:00
81843,Sam 's Club,2012-04-08 00:00:00
81844,Target,2012-04-08 00:00:00
81845,Academy Sports,2012-04-09 00:00:00
81846,Big 5,2012-04-10 00:00:00
81847,Costco,2012-04-10 00:00:00
81848,Dick 's Sproting Goods,2012-04-10 00:00:00
81849,K-Mart,2012-04-10 00:00:00
81850,Sam 's Club,2012-04-10 00:00:00
81851,Academy Sports,2012-04-11 00:00:00
81852,Big 5,2012-04-12 00:00:00
81853,K-Mart,2012-04-12 00:00:00
81854,Target,2012-04-12 00:00:00
81855,Academy Sports,2012-04-13 00:00:00
81856,Costco,2012-04-13 00:00:00
81857,Target,2012-04-14 00:00:00
81858,Costco,2012-04-15 00:00:00
81859,Dick 's Sproting Goods,2012-04-15 00:00:00
81860,Sam 's Club,2012-04-15 00:00:00
81861,Walmart,2012-04-15 00:00:00
81862,Costco,2012-04-17 00:00:00
81863,K-Mart,2012-04-17 00:00:00
81864,Walmart,2012-04-17 00:00:00
81865,Academy Sports,2012-04-18 00:00:00
81866,Dick 's Sproting Goods,2012-04-19 00:00:00
81867,K-Mart,2012-04-19 00:00:00
81868,Target,2012-04-19 00:00:00
81869,Walmart,2012-04-19 00:00:00
81870,Academy Sports,2012-04-20 00:00:00
81871,Big 5,2012-04-21 00:00:00
81872,Costco,2012-04-21 00:00:00
81873,Target,2012-04-21 00:00:00
81874,Walmart,2012-04-21 00:00:00
81875,Academy Sports,2012-04-22 00:00:00
81876,Big 5,2012-04-23 00:00:00
81877,Sam 's Club,2012-04-23 00:00:00
81878,Target,2012-04-23 00:00:00
81879,Walmart,2012-04-23 00:00:00
81880,Academy Sports,2012-04-24 00:00:00
81881,Dick 's Sproting Goods,2012-04-24 00:00:00
81882,K-Mart,2012-04-24 00:00:00
81883,Costco,2012-04-25 00:00:00
81884,Target,2012-04-25 00:00:00
81885,Walmart,2012-04-25 00:00:00
81886,K-Mart,2012-04-26 00:00:00
81887,Big 5,2012-04-27 00:00:00
81888,Dick 's Sproting Goods,2012-04-27 00:00:00
81889,Sam 's Club,2012-04-27 00:00:00
81890,Walmart,2012-04-27 00:00:00
81891,Big 5,2012-04-29 00:00:00
81892,Costco,2012-04-29 00:00:00
81893,Dick 's Sproting Goods,2012-04-29 00:00:00
81894,K-Mart,2012-04-29 00:00:00
81895,Target,2012-04-29 00:00:00
81896,Walmart,2012-04-30 00:00:00
81897,Academy Sports,2012-05-01 00:00:00
81898,K-Mart,2012-05-01 00:00:00
81899,Target,2012-05-01 00:00:00
81900,Sam 's Club,2012-05-02 00:00:00
81901,Walmart,2012-05-02 00:00:00
81902,Academy Sports,2012-05-03 00:00:00
81903,Big 5,2012-05-04 00:00:00
81904,K-Mart,2012-05-04 00:00:00
81905,Sam 's Club,2012-05-04 00:00:00
81906,Walmart,2012-05-04 00:00:00
81907,Costco,2012-05-05 00:00:00
81908,Dick 's Sproting Goods,2012-05-05 00:00:00
81909,Big 5,2012-05-06 00:00:00
81910,Walmart,2012-05-06 00:00:00
81911,Academy Sports,2012-05-07 00:00:00
81912,K-Mart,2012-05-07 00:00:00
81913,Target,2012-05-07 00:00:00
81914,Sam 's Club,2012-05-08 00:00:00
81915,Big 5,2012-05-09 00:00:00
81916,Costco,2012-05-09 00:00:00
81917,K-Mart,2012-05-10 00:00:00
81918,Sam 's Club,2012-05-10 00:00:00
81919,Academy Sports,2012-05-11 00:00:00
81920,Dick 's Sproting Goods,2012-05-11 00:00:00
81921,Target,2012-05-11 00:00:00
81922,K-Mart,2012-05-12 00:00:00
81923,Academy Sports,2012-05-13 00:00:00
81924,Dick 's Sproting Goods,2012-05-13 00:00:00
81925,Big 5,2012-05-14 00:00:00
81926,Walmart,2012-05-14 00:00:00
81927,Academy Sports,2012-05-15 00:00:00
81928,Dick 's Sproting Goods,2012-05-15 00:00:00
81929,Sam 's Club,2012-05-15 00:00:00
81930,Target,2012-05-15 00:00:00
81931,Big 5,2012-05-16 00:00:00
81932,Costco,2012-05-16 00:00:00
81933,Walmart,2012-05-17 00:00:00
81934,Big 5,2012-05-18 00:00:00
81935,Costco,2012-05-18 00:00:00
81936,K-Mart,2012-05-18 00:00:00
81937,Academy Sports,2012-05-19 00:00:00
81938,Sam 's Club,2012-05-19 00:00:00
81939,Costco,2012-05-20 00:00:00
81940,Target,2012-05-20 00:00:00
81941,Sam 's Club,2012-05-21 00:00:00
81942,Dick 's Sproting Goods,2012-05-22 00:00:00
81943,K-Mart,2012-05-22 00:00:00
81944,Academy Sports,2012-05-23 00:00:00
81945,Big 5,2012-05-23 00:00:00
81946,Costco,2012-05-24 00:00:00
81947,K-Mart,2012-05-24 00:00:00
81948,Sam 's Club,2012-05-24 00:00:00
81949,Target,2012-05-24 00:00:00
81950,Walmart,2012-05-24 00:00:00
81951,Academy Sports,2012-05-25 00:00:00
81952,Big 5,2012-05-25 00:00:00
81953,Dick 's Sproting Goods,2012-05-26 00:00:00
81954,K-Mart,2012-05-26 00:00:00
81955,Target,2012-05-26 00:00:00
81956,Walmart,2012-05-26 00:00:00
81957,Academy Sports,2012-05-27 00:00:00
81958,Sam 's Club,2012-05-27 00:00:00
81959,Target,2012-05-28 00:00:00
81960,Academy Sports,2012-05-29 00:00:00
81961,Dick 's Sproting Goods,2012-05-30 00:00:00
81962,K-Mart,2012-05-30 00:00:00
81963,Academy Sports,2012-05-31 00:00:00
81964,Sam 's Club,2012-05-31 00:00:00
81965,Target,2012-05-31 00:00:00
81966,Walmart,2012-05-31 00:00:00
81967,Costco,2012-06-02 00:00:00
81968,Target,2012-06-02 00:00:00
81969,Big 5,2012-06-03 00:00:00
81970,K-Mart,2012-06-03 00:00:00
81971,Sam 's Club,2012-06-03 00:00:00
81972,Academy Sports,2012-06-04 00:00:00
81973,Costco,2012-06-04 00:00:00
81974,Dick 's Sproting Goods,2012-06-04 00:00:00
81975,Sam 's Club,2012-06-05 00:00:00
81976,Walmart,2012-06-05 00:00:00
81977,Academy Sports,2012-06-06 00:00:00
81978,Big 5,2012-06-06 00:00:00
81979,Costco,2012-06-07 00:00:00
81980,Dick 's Sproting Goods,2012-06-07 00:00:00
81981,K-Mart,2012-06-08 00:00:00
81982,Costco,2012-06-09 00:00:00
81983,Target,2012-06-09 00:00:00
81984,K-Mart,2012-06-10 00:00:00
81985,Big 5,2012-06-11 00:00:00
81986,Academy Sports,2012-06-12 00:00:00
81987,Costco,2012-06-12 00:00:00
81988,K-Mart,2012-06-12 00:00:00
81989,Sam 's Club,2012-06-12 00:00:00
81990,Target,2012-06-12 00:00:00
81991,Walmart,2012-06-12 00:00:00
81992,Costco,2012-06-14 00:00:00
81993,K-Mart,2012-06-14 00:00:00
81994,Big 5,2012-06-15 00:00:00
81995,Dick 's Sproting Goods,2012-06-15 00:00:00
81996,Target,2012-06-15 00:00:00
81997,Academy Sports,2012-06-16 00:00:00
81998,K-Mart,2012-06-16 00:00:00
81999,Walmart,2012-06-16 00:00:00
82000,Costco,2012-06-17 00:00:00
82001,Target,2012-06-17 00:00:00
82002,K-Mart,2012-06-18 00:00:00
82003,Walmart,2012-06-18 00:00:00
82004,Academy Sports,2012-06-19 00:00:00
82005,Big 5,2012-06-19 00:00:00
82006,Costco,2012-06-20 00:00:00
82007,Sam 's Club,2012-06-20 00:00:00
82008,Big 5,2012-06-21 00:00:00
82009,K-Mart,2012-06-21 00:00:00
82010,Target,2012-06-21 00:00:00
82011,Walmart,2012-06-21 00:00:00
82012,Academy Sports,2012-06-22 00:00:00
82013,Costco,2012-06-22 00:00:00
82014,Dick 's Sproting Goods,2012-06-22 00:00:00
82015,Sam 's Club,2012-06-22 00:00:00
82016,Big 5,2012-06-23 00:00:00
82017,K-Mart,2012-06-23 00:00:00
82018,Academy Sports,2012-06-24 00:00:00
82019,Dick 's Sproting Goods,2012-06-24 00:00:00
82020,Target,2012-06-24 00:00:00
82021,Big 5,2012-06-25 00:00:00
82022,Walmart,2012-06-25 00:00:00
82023,Dick 's Sproting Goods,2012-06-26 00:00:00
82024,Sam 's Club,2012-06-26 00:00:00
82025,Target,2012-06-26 00:00:00
82026,K-Mart,2012-06-27 00:00:00
82027,Sam 's Club,2012-06-28 00:00:00
82028,Target,2012-06-28 00:00:00
82029,Costco,2012-06-29 00:00:00
82030,Dick 's Sproting Goods,2012-06-29 00:00:00
82031,Walmart,2012-06-29 00:00:00
82032,Academy Sports,2012-06-30 00:00:00
82033,Sam 's Club,2012-06-30 00:00:00
82034,Target,2012-06-30 00:00:00
82035,Walmart,2012-07-01 00:00:00
82036,K-Mart,2012-07-02 00:00:00
82037,Academy Sports,2012-07-03 00:00:00
82038,Sam 's Club,2012-07-03 00:00:00
82039,Big 5,2012-07-04 00:00:00
82040,Walmart,2012-07-04 00:00:00
82041,Academy Sports,2012-07-05 00:00:00
82042,Dick 's Sproting Goods,2012-07-05 00:00:00
82043,Big 5,2012-07-06 00:00:00
82044,Sam 's Club,2012-07-06 00:00:00
82045,Academy Sports,2012-07-07 00:00:00
82046,Costco,2012-07-07 00:00:00
82047,Big 5,2012-07-08 00:00:00
82048,K-Mart,2012-07-08 00:00:00
82049,Target,2012-07-08 00:00:00
82050,Academy Sports,2012-07-09 00:00:00
82051,Costco,2012-07-09 00:00:00
82052,Dick 's Sproting Goods,2012-07-09 00:00:00
82053,Sam 's Club,2012-07-10 00:00:00
82054,Walmart,2012-07-10 00:00:00
82055,Costco,2012-07-11 00:00:00
82056,Dick 's Sproting Goods,2012-07-11 00:00:00
82057,Academy Sports,2012-07-12 00:00:00
82058,K-Mart,2012-07-12 00:00:00
82059,Sam 's Club,2012-07-12 00:00:00
82060,Walmart,2012-07-12 00:00:00
82061,Costco,2012-07-13 00:00:00
82062,Dick 's Sproting Goods,2012-07-13 00:00:00
82063,Target,2012-07-13 00:00:00
82064,K-Mart,2012-07-14 00:00:00
82065,Sam 's Club,2012-07-14 00:00:00
82066,Academy Sports,2012-07-15 00:00:00
82067,Big 5,2012-07-15 00:00:00
82068,Costco,2012-07-15 00:00:00
82069,Target,2012-07-15 00:00:00
82070,Walmart,2012-07-15 00:00:00
82071,Academy Sports,2012-07-17 00:00:00
82072,K-Mart,2012-07-17 00:00:00
82073,Sam 's Club,2012-07-17 00:00:00
82074,Walmart,2012-07-17 00:00:00
82075,Big 5,2012-07-18 00:00:00
82076,Target,2012-07-18 00:00:00
82077,Costco,2012-07-19 00:00:00
82078,Dick 's Sproting Goods,2012-07-19 00:00:00
82079,Sam 's Club,2012-07-19 00:00:00
82080,Walmart,2012-07-19 00:00:00
82081,Academy Sports,2012-07-20 00:00:00
82082,K-Mart,2012-07-20 00:00:00
82083,Target,2012-07-20 00:00:00
82084,Academy Sports,2012-07-22 00:00:00
82085,Dick 's Sproting Goods,2012-07-22 00:00:00
82086,K-Mart,2012-07-22 00:00:00
82087,Big 5,2012-07-23 00:00:00
82088,Costco,2012-07-24 00:00:00
82089,K-Mart,2012-07-25 00:00:00
82090,Walmart,2012-07-25 00:00:00
82091,Academy Sports,2012-07-26 00:00:00
82092,Costco,2012-07-26 00:00:00
82093,Big 5,2012-07-27 00:00:00
82094,Academy Sports,2012-07-28 00:00:00
82095,Dick 's Sproting Goods,2012-07-28 00:00:00
82096,K-Mart,2012-07-28 00:00:00
82097,Sam 's Club,2012-07-28 00:00:00
82098,Target,2012-07-28 00:00:00
82099,Academy Sports,2012-07-30 00:00:00
82100,Big 5,2012-07-30 00:00:00
82101,Costco,2012-07-30 00:00:00
82102,K-Mart,2012-07-30 00:00:00
82103,Sam 's Club,2012-07-30 00:00:00
82104,Target,2012-07-30 00:00:00
82105,Walmart,2012-07-31 00:00:00
82106,Academy Sports,2012-08-01 00:00:00
82107,Big 5,2012-08-01 00:00:00
82108,Costco,2012-08-01 00:00:00
82109,Target,2012-08-01 00:00:00
82110,Dick 's Sproting Goods,2012-08-02 00:00:00
82111,Sam 's Club,2012-08-02 00:00:00
82112,Walmart,2012-08-02 00:00:00
82113,K-Mart,2012-08-03 00:00:00
82114,Sam 's Club,2012-08-04 00:00:00
82115,Dick 's Sproting Goods,2012-08-05 00:00:00
82116,K-Mart,2012-08-05 00:00:00
82117,Target,2012-08-05 00:00:00
82118,Academy Sports,2012-08-06 00:00:00
82119,Sam 's Club,2012-08-06 00:00:00
82120,Walmart,2012-08-06 00:00:00
82121,Costco,2012-08-07 00:00:00
82122,Dick 's Sproting Goods,2012-08-07 00:00:00
82123,Target,2012-08-07 00:00:00
82124,K-Mart,2012-08-08 00:00:00
82125,Sam 's Club,2012-08-08 00:00:00
82126,Academy Sports,2012-08-09 00:00:00
82127,Costco,2012-08-09 00:00:00
82128,Target,2012-08-10 00:00:00
82129,Walmart,2012-08-10 00:00:00
82130,Big 5,2012-08-11 00:00:00
82131,Dick 's Sproting Goods,2012-08-12 00:00:00
82132,K-Mart,2012-08-12 00:00:00
82133,Target,2012-08-12 00:00:00
82134,Academy Sports,2012-08-13 00:00:00
82135,Big 5,2012-08-13 00:00:00
82136,Costco,2012-08-13 00:00:00
82137,Dick 's Sproting Goods,2012-08-14 00:00:00
82138,Sam 's Club,2012-08-14 00:00:00
82139,Target,2012-08-14 00:00:00
82140,Walmart,2012-08-14 00:00:00
82141,Academy Sports,2012-08-15 00:00:00
82142,Big 5,2012-08-16 00:00:00
82143,Target,2012-08-16 00:00:00
82144,Walmart,2012-08-16 00:00:00
82145,Academy Sports,2012-08-17 00:00:00
82146,Dick 's Sproting Goods,2012-08-17 00:00:00
82147,Academy Sports,2012-08-19 00:00:00
82148,Dick 's Sproting Goods,2012-08-19 00:00:00
82149,Target,2012-08-19 00:00:00
82150,Walmart,2012-08-19 00:00:00
82151,Costco,2012-08-20 00:00:00
82152,K-Mart,2012-08-20 00:00:00
82153,Big 5,2012-08-21 00:00:00
82154,Sam 's Club,2012-08-21 00:00:00
82155,Target,2012-08-22 00:00:00
82156,Academy Sports,2012-08-23 00:00:00
82157,Costco,2012-08-23 00:00:00
82158,K-Mart,2012-08-23 00:00:00
82159,Big 5,2012-08-24 00:00:00
82160,Sam 's Club,2012-08-24 00:00:00
82161,Target,2012-08-24 00:00:00
82162,Academy Sports,2012-08-25 00:00:00
82163,Dick 's Sproting Goods,2012-08-25 00:00:00
82164,K-Mart,2012-08-25 00:00:00
82165,Sam 's Club,2012-08-26 00:00:00
82166,Big 5,2012-08-27 00:00:00
82167,K-Mart,2012-08-27 00:00:00
82168,Target,2012-08-27 00:00:00
82169,Walmart,2012-08-27 00:00:00
82170,Sam 's Club,2012-08-28 00:00:00
82171,Academy Sports,2012-08-29 00:00:00
82172,Costco,2012-08-29 00:00:00
82173,Dick 's Sproting Goods,2012-08-29 00:00:00
82174,K-Mart,2012-08-29 00:00:00
82175,Target,2012-08-29 00:00:00
82176,Walmart,2012-08-29 00:00:00
82177,Sam 's Club,2012-08-30 00:00:00
82178,Costco,2012-08-31 00:00:00
82179,Dick 's Sproting Goods,2012-08-31 00:00:00
82180,Walmart,2012-08-31 00:00:00
82181,Big 5,2012-09-01 00:00:00
82182,Sam 's Club,2012-09-01 00:00:00
82183,Target,2012-09-01 00:00:00
82184,K-Mart,2012-09-02 00:00:00
82185,Academy Sports,2012-09-03 00:00:00
82186,Costco,2012-09-03 00:00:00
82187,Dick 's Sproting Goods,2012-09-03 00:00:00
82188,Sam 's Club,2012-09-03 00:00:00
82189,Walmart,2012-09-03 00:00:00
82190,K-Mart,2012-09-04 00:00:00
82191,Sam 's Club,2012-09-05 00:00:00
82192,Target,2012-09-05 00:00:00
82193,Academy Sports,2012-09-06 00:00:00
82194,Dick 's Sproting Goods,2012-09-07 00:00:00
82195,K-Mart,2012-09-07 00:00:00
82196,Sam 's Club,2012-09-07 00:00:00
82197,Costco,2012-09-08 00:00:00
82198,K-Mart,2012-09-09 00:00:00
82199,Target,2012-09-09 00:00:00
82200,Walmart,2012-09-09 00:00:00
82201,Academy Sports,2012-09-11 00:00:00
82202,Big 5,2012-09-11 00:00:00
82203,Costco,2012-09-11 00:00:00
82204,Dick 's Sproting Goods,2012-09-11 00:00:00
82205,K-Mart,2012-09-11 00:00:00
82206,Target,2012-09-11 00:00:00
82207,Walmart,2012-09-11 00:00:00
82208,Sam 's Club,2012-09-12 00:00:00
82209,Academy Sports,2012-09-13 00:00:00
82210,Costco,2012-09-13 00:00:00
82211,Dick 's Sproting Goods,2012-09-13 00:00:00
82212,Walmart,2012-09-13 00:00:00
82213,Big 5,2012-09-14 00:00:00
82214,Academy Sports,2012-09-15 00:00:00
82215,K-Mart,2012-09-15 00:00:00
82216,Sam 's Club,2012-09-15 00:00:00
82217,Costco,2012-09-16 00:00:00
82218,Walmart,2012-09-16 00:00:00
82219,Academy Sports,2012-09-17 00:00:00
82220,Big 5,2012-09-17 00:00:00
82221,K-Mart,2012-09-17 00:00:00
82222,Sam 's Club,2012-09-17 00:00:00
82223,Target,2012-09-18 00:00:00
82224,Dick 's Sproting Goods,2012-09-19 00:00:00
82225,Walmart,2012-09-19 00:00:00
82226,Big 5,2012-09-20 00:00:00
82227,Sam 's Club,2012-09-20 00:00:00
82228,Target,2012-09-20 00:00:00
82229,Costco,2012-09-21 00:00:00
82230,Dick 's Sproting Goods,2012-09-21 00:00:00
82231,Academy Sports,2012-09-22 00:00:00
82232,Big 5,2012-09-22 00:00:00
82233,K-Mart,2012-09-22 00:00:00
82234,Sam 's Club,2012-09-22 00:00:00
82235,Target,2012-09-22 00:00:00
82236,Dick 's Sproting Goods,2012-09-23 00:00:00
82237,Costco,2012-09-24 00:00:00
82238,Target,2012-09-24 00:00:00
82239,Walmart,2012-09-24 00:00:00
82240,K-Mart,2012-09-25 00:00:00
82241,Sam 's Club,2012-09-25 00:00:00
82242,Academy Sports,2012-09-26 00:00:00
82243,Costco,2012-09-26 00:00:00
82244,Dick 's Sproting Goods,2012-09-26 00:00:00
82245,Walmart,2012-09-26 00:00:00
82246,Big 5,2012-09-28 00:00:00
82247,Costco,2012-09-28 00:00:00
82248,Walmart,2012-09-28 00:00:00
82249,Target,2012-09-29 00:00:00
82250,Academy Sports,2012-09-30 00:00:00
82251,Big 5,2012-09-30 00:00:00
82252,Costco,2012-09-30 00:00:00
82253,Dick 's Sproting Goods,2012-09-30 00:00:00
82254,K-Mart,2012-09-30 00:00:00
82255,Walmart,2012-09-30 00:00:00
82256,Sam 's Club,2012-10-01 00:00:00
82257,Target,2012-10-01 00:00:00
82258,Academy Sports,2012-10-02 00:00:00
82259,Costco,2012-10-03 00:00:00
82260,Sam 's Club,2012-10-03 00:00:00
82261,Target,2012-10-03 00:00:00
82262,Big 5,2012-10-04 00:00:00
82263,Dick 's Sproting Goods,2012-10-04 00:00:00
82264,K-Mart,2012-10-04 00:00:00
82265,Walmart,2012-10-04 00:00:00
82266,Costco,2012-10-05 00:00:00
82267,Target,2012-10-05 00:00:00
